Comentarios;Comentarios_Limpios;Polaridad;Sentimiento
"pololois
@fabiperniap
1 díaResponder";"pololois
@fabiperniap
1 díaresponder";0;Neutral
"elespectador
Aunque Luis Arley Muñoz lleva varios años trabajando en el Parque Nacional Natural Chingaza, y pese a que en sus redes sociales tiene un copioso registro fotográfico y videográfico de los osos andinos (Tremarctos ornatus) que se pueden avistar en esta área protegida, asegura que nunca había visto uno tan juguetón como el que capturó hace unos días con su cámara.

“Creo que es el oso más juguetón que he visto en el área protegida. Este fue un encuentro maravilloso que, hasta el momento, ha marcado la pauta en los temas de avistamiento que he tenido dentro del parque”, le dijo el guardaparques a Noticias Caracol.

Al oso andino se le considera el guardián de los páramos y bosques. Conozca más sobre esta especie en el enlace de la biografía.

📸 Luis Arley Muñoz
Editado · 2 días";"elespectador
aunque luis arley muñoz lleva varios años trabajando en el parque nacional natural chingaza, y pese a que en sus redes sociales tiene un copioso registro fotográfico y videográfico de los osos andinos (tremarctos ornatus) que se pueden avistar en esta área protegida, asegura que nunca había visto uno tan juguetón como el que capturó hace unos días con su cámara.

“creo que es el oso más juguetón que he visto en el área protegida. este fue un encuentro maravilloso que, hasta el momento, ha marcado la pauta en los temas de avistamiento que he tenido dentro del parque”, le dijo el guardaparques a noticias caracol.

al oso andino se le considera el guardián de los páramos y bosques. conozca más sobre esta especie en el enlace de la biografía.

📸 luis arley muñoz
editado · 2 días";0,1;Positivo
"bryanandresortizplata
Un frailejon de 200 años despelucado por un osezno de 3 años, ya no hay respeto ❤️😂
2 días460 Me gustaResponder";"bryanandresortizplata
un frailejon de 200 años despelucado por un osezno de 3 años, ya no hay respeto ❤️😂
2 días460 ";0;Neutral
"fayan_malaver
Muy lindo pero no me dañe el frailejón... Señora, eduque a sus niños 😂
2 días654 Me gustaResponder";"fayan_malaver
muy lindo pero no me dañe el frailejón... señora, eduque a sus niños 😂
2 días654 ";0;Neutral
"rubioandresh
Ah pero vaya uno pise un frailejón a ver 😂
2 días120 Me gustaResponder";"rubioandresh
ah pero vaya uno pise un frailejón a ver 😂
2 días120 ";0;Neutral
"amaliah_6405
❤️❤️❤️❤️❤️ al único que le permitimos fastidiar a los frailejones😍
2 días547 Me gustaResponder";"amaliah_6405
❤️❤️❤️❤️❤️ al único que le permitimos fastidiar a los frailejones😍
2 días547 ";0;Neutral
"pythoniss.a
Él también es un niño🥺🥺
2 días98 Me gustaResponder";"pythoniss.a
él también es un niño🥺🥺
2 días98 ";0;Neutral
"soyxaraconx
Te amo mucho osito juguetón de frailejones ❤️
2 días66 Me gustaResponder";"soyxaraconx
te amo mucho osito juguetón de frailejones ❤️
2 días66 ";0;Neutral
"untalpedroedison
Jugando con Ernesto Pérez
2 días247 Me gustaResponder";"untalpedroedison
jugando con ernesto pérez
2 días247 ";0;Neutral
"daphne_viassus
Dónde está la mamá de ese jovencito que me está dañando el jardín? 😍
2 días50 Me gustaResponder";"daphne_viassus
dónde está la mamá de ese jovencito que me está dañando el jardín? 😍
2 días50 ";0;Neutral
"santicdp
Llevo años viendo como aumenta la población de esta especie, para mi hace 20 años era difícil ver por Internet estos registros y hoy en día hay más osos de anteojos en Colombia y lei qué triplico su población está especie y es de aplaudir el trabajo de esta gente
2 días132 Me gustaResponder";"santicdp
llevo años viendo como aumenta la población de esta especie, para mi hace 20 años era difícil ver por internet estos registros y hoy en día hay más osos de anteojos en colombia y lei qué triplico su población está especie y es de aplaudir el trabajo de esta gente
2 días132 ";0;Neutral
"camilo.andresv
Protéjanlo del ser humano por favor 🔥
2 días156 Me gustaResponder";"camilo.andresv
protéjanlo del ser humano por favor 🔥
2 días156 ";0;Neutral
"mayzat_hallaff
2 días108 Me gustaResponder";"mayzat_hallaff
2 días108 ";0;Neutral
"dairo_castellanos
Donde estará la señora madre del oso que no le pone límites y está zarandeando los frailejones
2 días22 Me gustaResponder";"dairo_castellanos
donde estará la señora madre del oso que no le pone límites y está zarandeando los frailejones
2 días22 ";0;Neutral
"hatotenap
Esos modales de hoy en día no no no , señora oso eduque bien a su bebé osito :3
2 días119 Me gustaResponder";"hatotenap
esos modales de hoy en día no no no , señora oso eduque bien a su bebé osito :3
2 días119 ";0,5;Positivo
"arceedilson
Ese joven necesita un regaño de la mamá, porque está dañando el frailejon! Igualmente es hermoso 😍
2 días48 Me gustaResponder";"arceedilson
ese joven necesita un regaño de la mamá, porque está dañando el frailejon! igualmente es hermoso 😍
2 días48 ";0;Neutral
"hanier.vargas
No dañe a Ernesto Pérez. Señora osa su hijo es muy inquieto.
2 días32 Me gustaResponder";"hanier.vargas
no dañe a ernesto pérez. señora osa su hijo es muy inquieto.
2 días32 ";0;Neutral
"eecolombia2020
🔴 El Gobierno Petro revocó la designación como gestores de paz de siete miembros de la disidencia de las FARC conocida como Estado Mayor Central y comandada por Iván Mordisco.

La decisión, que se dio a conocer mediante una resolución, fue comunicada por el consejero comisionado de paz, Otty Patiño.

¿La razón principal de la revocatoria de su designación? El Ejecutivo ya no tiene un proceso de paz con esa disidencia tras la ruptura que tuvo esa estructura en marzo pasado.

¿Quiénes son los revocados? Le contamos en el enlace que dejamos en nuestras historias o en la sección Colombia+20 de ELESPECTADOR.COM📲
Editado · 2 días";"eecolombia2020
🔴 el gobierno petro revocó la designación como gestores de paz de siete miembros de la disidencia de las farc conocida como estado mayor central y comandada por iván mordisco.

la decisión, que se dio a conocer mediante una resolución, fue comunicada por el consejero comisionado de paz, otty patiño.

¿la razón principal de la revocatoria de su designación? el ejecutivo ya no tiene un proceso de paz con esa disidencia tras la ruptura que tuvo esa estructura en marzo pasado.

¿quiénes son los revocados? le contamos en el enlace que dejamos en nuestras historias o en la sección colombia+20 de elespectador.com📲
editado · 2 días";0;Neutral
"josehramipe
Es que los habían nombrado ???? Finjamos sorpresa
2 días18 Me gustaResponder";"josehramipe
es que los habían nombrado ???? finjamos sorpresa
2 días18 ";0;Neutral
"jorgehmendoza
Y volvieron a ser capturados? O se entregaron voluntariamente?
2 días13 Me gustaResponder";"jorgehmendoza
y volvieron a ser capturados? o se entregaron voluntariamente?
2 días13 ";0;Neutral
"king_mackerel_team
Improvisación pura y dura.
2 días2 Me gustaResponder";"king_mackerel_team
improvisación pura y dura.
2 días2 ";0;Neutral
"oxo_sport
Petro pa cuando
2 días6 Me gustaResponder";"oxo_sport
petro pa cuando
2 días6 ";0;Neutral
"epa1942
Deberían ser todos lo mismo que los paras
2 días3 Me gustaResponder";"epa1942
deberían ser todos lo mismo que los paras
2 días3 ";0;Neutral
"macalola2020
No pues gracias
2 días12 Me gustaResponder";"macalola2020
no pues gracias
2 días12 ";0;Neutral
"fegarcia73
…dicen que La Paz es sería, pero el gobierno piensa que es un juego: si me ayudas te ayudo. Pidiéndole favores a los victimarios.
2 días4 Me gustaResponder";"fegarcia73
…dicen que la paz es sería, pero el gobierno piensa que es un juego: si me ayudas te ayudo. pidiéndole favores a los victimarios.
2 días4 ";0;Neutral
"edycor13
Hay que ""duros"" son con tus amiguitos
2 días1 Me gustaResponder";"edycor13
hay que ""duros"" son con tus amiguitos
2 días1 ";0;Neutral
"tomas_gamez_26
ya estan sueltos😂😂😂
2 días2 Me gustaResponder";"tomas_gamez_26
ya estan sueltos😂😂😂
2 días2 ";0;Neutral
"kikegon1961
😂😂😂😂😂.....que circo
2 días2 Me gustaResponder";"kikegon1961
😂😂😂😂😂.....que circo
2 días2 ";0;Neutral
"marlenyo2234
Como se le ocurre son honorables cri99mi9na9les
2 días14 Me gustaResponder";"marlenyo2234
como se le ocurre son honorables cri99mi9na9les
2 días14 ";0;Neutral
"dariomarquez2204
Eran 3 meses y llegaba por La Paz, y ya vamos para 3 años y nada, sigan creyendo que quieren La Paz, el próximo gobierno tiene un reto en temas de seguridad
2 días1 Me gustaResponder";"dariomarquez2204
eran 3 meses y llegaba por la paz, y ya vamos para 3 años y nada, sigan creyendo que quieren la paz, el próximo gobierno tiene un reto en temas de seguridad
2 días1 ";0;Neutral
"alejandrotobonvega
Fuera guerrilleros
2 días2 Me gustaResponder";"alejandrotobonvega
fuera guerrilleros
2 días2 ";0;Neutral
"republicanocolombiano
Solo a los Colombianos se nos ocurre indultar a los peores criminales, darles elegibilidad política y permitirles dirigir el país...y todavía algunos se preguntan porqué estamos como estamos.
2 días5 Me gustaResponder";"republicanocolombiano
solo a los colombianos se nos ocurre indultar a los peores criminales, darles elegibilidad política y permitirles dirigir el país...y todavía algunos se preguntan porqué estamos como estamos.
2 días5 ";0;Neutral
"eecolombia2020
El Acuerdo de Paz fue firmado el 24 de noviembre de 2016 por el Gobierno de Colombia y las antiguas FARC, tras más de 50 años de conflicto armado

Aunque hay desafíos en la implementación del pacto, temas como la reincorporación, la justicia transicional y la reforma rural están avanzando.

En el marco de su octavo aniversario, le contamos ocho hitos.📝

🔎Si quiere conocer más sobre estos avances, le invitamos a visitar la nota que dejamos en nuestras historias o la sección Colombia+20 de ELESPECTADOR.COM📲
Editado · 2 días";"eecolombia2020
el acuerdo de paz fue firmado el 24 de noviembre de 2016 por el gobierno de colombia y las antiguas farc, tras más de 50 años de conflicto armado

aunque hay desafíos en la implementación del pacto, temas como la reincorporación, la justicia transicional y la reforma rural están avanzando.

en el marco de su octavo aniversario, le contamos ocho hitos.📝

🔎si quiere conocer más sobre estos avances, le invitamos a visitar la nota que dejamos en nuestras historias o la sección colombia+20 de elespectador.com📲
editado · 2 días";0;Neutral
"oti_dani_daniel
La paz es el camino.
2 días24 Me gustaResponder";"oti_dani_daniel
la paz es el camino.
2 días24 ";0;Neutral
"miguela906
Reclutamiento de menores
2 días19 Me gustaResponder";"miguela906
reclutamiento de menores
2 días19 ";0;Neutral
"miguela906
Retenes
2 días14 Me gustaResponder";"miguela906
retenes
2 días14 ";0;Neutral
"miguela906
Paros armados
2 días14 Me gustaResponder";"miguela906
paros armados
2 días14 ";0;Neutral
"joeldjgo
Orgullo colombiano
1 día2 Me gustaResponder";"joeldjgo
orgullo colombiano
1 día2 ";0;Neutral
"gabriel_silva_leon
Hoy estamos peor que antes del acuerdo de Paz de santos.
1 día3 Me gustaResponder";"gabriel_silva_leon
hoy estamos peor que antes del acuerdo de paz de santos.
1 día3 ";0;Neutral
"juan_stevan_as
Grandes pasos para construir la paz 👏 lastima que la sociedad colombiana no valore las personas que luchan por seguir construyendo la tan difícil y anhelada paz... VIVA EL PACTO HISTORICO Y GUSTAVO PETRO NUESTRO PRESIDENTE🔥👏🇨🇴🌟
2 días12 Me gustaResponder";"juan_stevan_as
grandes pasos para construir la paz 👏 lastima que la sociedad colombiana no valore las personas que luchan por seguir construyendo la tan difícil y anhelada paz... viva el pacto historico y gustavo petro nuestro presidente🔥👏🇨🇴🌟
2 días12 ";0;Neutral
"camilomartinez93
A pesar de todos los problemas que tuvo el acuerdo, es una de las mejores cosas que nos han podido pasar como colombianos.
1 día7 Me gustaResponder";"camilomartinez93
a pesar de todos los problemas que tuvo el acuerdo, es una de las mejores cosas que nos han podido pasar como colombianos.
1 día7 ";0;Neutral
"miguela906
Muerte de civiles y uniformados
2 días14 Me gustaResponder";"miguela906
muerte de civiles y uniformados
2 días14 ";0;Neutral
"john.car.1978
🤡🎪
2 días3 Me gustaResponder";"john.car.1978
🤡🎪
2 días3 ";0;Neutral
"tomasvelasquezme
Pasquín difundiendo noticias falsas y las mentiras de este gobierno
2 días6 Me gustaResponder";"tomasvelasquezme
pasquín difundiendo noticias falsas y las mentiras de este gobierno
2 días6 ";0;Neutral
"wilmerhaad
En serio? Le van a lavar la cara a este señor?
2 días8 Me gustaResponder";"wilmerhaad
en serio? le van a lavar la cara a este señor?
2 días8 ";0;Neutral
"juanmurillomadrid
Una solo cosa VERDADERA, NUNCA HUBO PAZ
2 días5 Me gustaResponder";"juanmurillomadrid
una solo cosa verdadera, nunca hubo paz
2 días5 ";0;Neutral
"bethovenalejandro
🤣😂🤣😂🤣😂🤣😂🤣😂🤣
2 días2 Me gustaResponder";"bethovenalejandro
🤣😂🤣😂🤣😂🤣😂🤣😂🤣
2 días2 ";0;Neutral
"jwilgigi
Señores @elespectador , les pido muy respetuosamente una explicación, ¿si habían más de 60.000 guerrilleros por que solamente se estregaron 8900 armas?
2 días1 Me gustaResponder";"jwilgigi
señores @elespectador , les pido muy respetuosamente una explicación, ¿si habían más de 60.000 guerrilleros por que solamente se estregaron 8900 armas?
2 días1 ";0;Neutral
"elespectador
Ha sido un viaje muy largo para que los rieles, por fin, llegarán a la ciudad. Un viaje que inició en China, continúo en Cartagena y finalizó en Bogotá.

Tras su llegada al país, a través del puerto de Cartagena, los rieles —que serán el soporte de los trenes— fueron transportados desde el miércoles de la semana pasada en camiones de 34 metros de largo.

Para completar la entrega de todos los rieles, se estima que serán necesarios 250 viajes en los próximos meses.

Le contamos los detalles en el enlace de la biografía.
2 días";"elespectador
ha sido un viaje muy largo para que los rieles, por fin, llegarán a la ciudad. un viaje que inició en china, continúo en cartagena y finalizó en bogotá.

tras su llegada al país, a través del puerto de cartagena, los rieles —que serán el soporte de los trenes— fueron transportados desde el miércoles de la semana pasada en camiones de 34 metros de largo.

para completar la entrega de todos los rieles, se estima que serán necesarios 250 viajes en los próximos meses.

le contamos los detalles en el enlace de la biografía.
2 días";0;Neutral
"andrescoloctordoc
52 minResponder";"andrescoloctordoc
52 minresponder";0;Neutral
"pilit1104
Parece como si fueramos de la era de piedra que no conocemos un tren😂😂😂😂😂😂😂
2 días4 Me gustaResponder";"pilit1104
parece como si fueramos de la era de piedra que no conocemos un tren😂😂😂😂😂😂😂
2 días4 ";0;Neutral
"_duvancaro
Jajajajaja un siglo esperando.
1 díaResponder";"_duvancaro
jajajajaja un siglo esperando.
1 díaresponder";0;Neutral
"ferpifernando
Deben ir ubicando de acuerdo a su sitio de instalaciones
2 díasResponder";"ferpifernando
deben ir ubicando de acuerdo a su sitio de instalaciones
2 díasresponder";0;Neutral
"an_ti_cris
🤣🤣🤣🤣😂😂😂😂🤣🤣🤡🤡🤡🤡🤡
2 díasResponder";"an_ti_cris
🤣🤣🤣🤣😂😂😂😂🤣🤣🤡🤡🤡🤡🤡
2 díasresponder";0;Neutral
"manrique9696
🧟🧟🧟🧟🧟🤡🤡🤡🤡🤡🤡
2 días1 Me gustaResponder";"manrique9696
🧟🧟🧟🧟🧟🤡🤡🤡🤡🤡🤡
2 días1 ";0;Neutral
"pantojasebas
Que burla jajajaja y lo vuelven noticia 😂😂😂😂😂
2 días3 Me gustaResponder";"pantojasebas
que burla jajajaja y lo vuelven noticia 😂😂😂😂😂
2 días3 ";0;Neutral
"notipantallazo
Se parece cada vez más al monoriel del parque Jaime Duque
2 días1 Me gustaResponder";"notipantallazo
se parece cada vez más al monoriel del parque jaime duque
2 días1 ";0;Neutral
"miltonquintero12
Que pereza todo lo critican estos 70 s
2 días1 Me gustaResponder";"miltonquintero12
que pereza todo lo critican estos 70 s
2 días1 ";0;Neutral
"elespectador
Según el embajador en Londres, la medida se debe al aumento exponencial de falsas solicitudes de asilo luego de que el país europeo quitara el requisito en 2022.
2 días";"elespectador
según el embajador en londres, la medida se debe al aumento exponencial de falsas solicitudes de asilo luego de que el país europeo quitara el requisito en 2022.
2 días";0;Neutral
"kardimoon_soleil
En 2 años se tiraron la excepción de visa, ahí están pintados los Colombianos 😂😂😂
2 días206 Me gustaResponder";"kardimoon_soleil
en 2 años se tiraron la excepción de visa, ahí están pintados los colombianos 😂😂😂
2 días206 ";0;Neutral
"hernancho_alvarez
Eso es mas tema de embajada. Como un embajador va a permitir que eso ocurra? Falta de negociacion, estrategia y diplomacia. No sirve de nada tener a un representante alla si estamos echando para atras.
2 días143 Me gustaResponder";"hernancho_alvarez
eso es mas tema de embajada. como un embajador va a permitir que eso ocurra? falta de negociacion, estrategia y diplomacia. no sirve de nada tener a un representante alla si estamos echando para atras.
2 días143 ";0;Neutral
"ceciliarm1948
Socialiso*
2 días1 Me gustaResponder";"ceciliarm1948
socialiso*
2 días1 ";0;Neutral
"jhonsagrado
Roy solo de paseo, le quedó grande el cargo 🤣🤣
2 días9 Me gustaResponder";"jhonsagrado
roy solo de paseo, le quedó grande el cargo 🤣🤣
2 días9 ";0;Neutral
"bettercallmesofia
A Los Que están criticando esta decisión espero que hayan leído el contexto de esta decisión
Ósea el aumento de solicitud de asilo es increíble ahora pensemos en que muchos de nosotros tenemos conocidos o familiares que han hecho ese proceso con mentiras en Estados Unidos misma situación que afecta a los ciudadanos de un país porque de sus impuestos se paga esto
Recordemos que en Colombia nos vimos afectados significativamente cuando nuestro país hermano migró hacia Colombia
Es la misma situación solo que ahora nosotros somos los que lo estamos haciendo y sobre lo que está pasando en Colombia o no es un largo tema
2 días116 Me gustaResponder";"bettercallmesofia
a los que están criticando esta decisión espero que hayan leído el contexto de esta decisión
ósea el aumento de solicitud de asilo es increíble ahora pensemos en que muchos de nosotros tenemos conocidos o familiares que han hecho ese proceso con mentiras en estados unidos misma situación que afecta a los ciudadanos de un país porque de sus impuestos se paga esto
recordemos que en colombia nos vimos afectados significativamente cuando nuestro país hermano migró hacia colombia
es la misma situación solo que ahora nosotros somos los que lo estamos haciendo y sobre lo que está pasando en colombia o no es un largo tema
2 días116 ";0;Neutral
"adrianasolanrey
Los que están diciendo que lo de la visa de Reino Unido es “culpa de Petro”, dejen de hacer el oso. Esta vez, el problema no es el gobierno, es el pensamiento de “avispados” que tenemos que hace que nos caguemos en todo.
2 días111 Me gustaResponder";"adrianasolanrey
los que están diciendo que lo de la visa de reino unido es “culpa de petro”, dejen de hacer el oso. esta vez, el problema no es el gobierno, es el pensamiento de “avispados” que tenemos que hace que nos caguemos en todo.
2 días111 ";0;Neutral
"melina_aidaka
Alcance a traer a mi mamá de visita… lástima que, nosotros mismos dañamos esos tratados y ahora le quieren echar la culpa al gobierno y al embajador 😂😂😂
2 días25 Me gustaResponder";"melina_aidaka
alcance a traer a mi mamá de visita… lástima que, nosotros mismos dañamos esos tratados y ahora le quieren echar la culpa al gobierno y al embajador 😂😂😂
2 días25 ";0;Neutral
"murcia6945
Y en colombia cuando pedirán visa , allí entra hasta en tato y sus pandillas
2 días2 Me gustaResponder";"murcia6945
y en colombia cuando pedirán visa , allí entra hasta en tato y sus pandillas
2 días2 ";0;Neutral
"thiago_suarez21
Lo preocupante o raro es que existen personas en el mundo que creen que llegar a Estados Unidos 🇺🇲 o Europa 🇪🇺 es sinónimo de éxito en la vida. Jajajaja
2 días101 Me gustaResponder";"thiago_suarez21
lo preocupante o raro es que existen personas en el mundo que creen que llegar a estados unidos 🇺🇲 o europa 🇪🇺 es sinónimo de éxito en la vida. jajajaja
2 días101 ";0;Neutral
"telesantander
Y qué hace a parte de vivir de nuestros impuestos el embajador de Colombia ?
2 días19 Me gustaResponder";"telesantander
y qué hace a parte de vivir de nuestros impuestos el embajador de colombia ?
2 días19 ";0;Neutral
"anjeliq03
Pues a la final el q quiera ir de turismo pide la visa y si no quiere va a otra parte! Los q se ven afectados son los q iban con sus dobles intenciones!
2 días40 Me gustaResponder";"anjeliq03
pues a la final el q quiera ir de turismo pide la visa y si no quiere va a otra parte! los q se ven afectados son los q iban con sus dobles intenciones!
2 días40 ";0;Neutral
"dani.fero
Este Gobierno definitivamente no hace nada
2 días26 Me gustaResponder";"dani.fero
este gobierno definitivamente no hace nada
2 días26 ";0;Neutral
"t.ayure
Lo mismo que permitió Joe Biden durante mucho tiempo….
2 días4 Me gustaResponder";"t.ayure
lo mismo que permitió joe biden durante mucho tiempo….
2 días4 ";0;Neutral
"baezsantiagobalaguera
Me parece razonable, no solo en Inglaterra, sino en muchos países, en especial Alemania y Colombia donde hay muchos colados haciéndose pasar por víctimas del conflicto armado, cuando muchas de estas personas, incluso tienen antecedentes penales en colombia y otros simplemente prefieren mentir que esperar por un proceso de solicitud de trabajo o becas...
2 días9 Me gustaResponder";"baezsantiagobalaguera
me parece razonable, no solo en inglaterra, sino en muchos países, en especial alemania y colombia donde hay muchos colados haciéndose pasar por víctimas del conflicto armado, cuando muchas de estas personas, incluso tienen antecedentes penales en colombia y otros simplemente prefieren mentir que esperar por un proceso de solicitud de trabajo o becas...
2 días9 ";0;Neutral
"castillo8614
Presentan falsas solicitudes de asilo jajajaja somos una verdadera venganza enserio que si.
2 días18 Me gustaResponder";"castillo8614
presentan falsas solicitudes de asilo jajajaja somos una verdadera venganza enserio que si.
2 días18 ";0;Neutral
"elespectador
La administración del presidente Gustavo Petro salió este marte de frente a respaldar el proyecto de ley que avanza en el Congreso y cuyo propósito fundamental es que los menores de 14 años no puedan usar redes sociales en Colombia a menos que cuenten con la autorización explícita de sus padres o acudientes.

La iniciativa la viene impulsando el Centro Democrático en cabeza del senador Esteban Quintero y, como lo reveló esta semana El Espectador, el petrismo está respaldando su avance para que se le dé trámite en el Capitolio.

Conozca más sobre el proyecto en el enlace de la biografía.
2 días";"elespectador
la administración del presidente gustavo petro salió este marte de frente a respaldar el proyecto de ley que avanza en el congreso y cuyo propósito fundamental es que los menores de 14 años no puedan usar redes sociales en colombia a menos que cuenten con la autorización explícita de sus padres o acudientes.

la iniciativa la viene impulsando el centro democrático en cabeza del senador esteban quintero y, como lo reveló esta semana el espectador, el petrismo está respaldando su avance para que se le dé trámite en el capitolio.

conozca más sobre el proyecto en el enlace de la biografía.
2 días";0;Neutral
"ela_saann
AL FIN 🙌
2 días24 Me gustaResponder";"ela_saann
al fin 🙌
2 días24 ";0;Neutral
"zerofollowerszero
Centro Democrático 🤝 Pacto Histórico
2 días17 Me gustaResponder";"zerofollowerszero
centro democrático 🤝 pacto histórico
2 días17 ";0;Neutral
"jhon.a.camacho
Esa ley existe en los EEUU y no ha pasado nada. Siempre he pensado que la vuelta no es prohibir sino enseñar. Si los colegios en vez de ser reacios al uso del celular, buscaran herramientas pedagógicas en dónde el uso del celular complementa el proceso de aprendizaje, lograría que los estudiantes entiendan que el celular es una herramienta muy útil y no es solo para las redes sociales.
2 días30 Me gustaResponder";"jhon.a.camacho
esa ley existe en los eeuu y no ha pasado nada. siempre he pensado que la vuelta no es prohibir sino enseñar. si los colegios en vez de ser reacios al uso del celular, buscaran herramientas pedagógicas en dónde el uso del celular complementa el proceso de aprendizaje, lograría que los estudiantes entiendan que el celular es una herramienta muy útil y no es solo para las redes sociales.
2 días30 ";0;Neutral
"foreverjhong
Por fin un buen proyecto de ese partido
2 días16 Me gustaResponder";"foreverjhong
por fin un buen proyecto de ese partido
2 días16 ";0;Neutral
"kikeacostamusica
🙌 totalmente de acuerdo
2 días2 Me gustaResponder";"kikeacostamusica
🙌 totalmente de acuerdo
2 días2 ";0;Neutral
"quien_telee
Es complejo, porque una red social puede asociarse a un número celular o un correo electrónico, lo cual es algo más sencillo de acceder a un menor de 14 años hoy en día, incluso lo último, en ocasiones, sin el consentimiento de los padres o acudientes. Seamos sinceros, hay muchos padres irresponsables que dan celulares a sus y no están atentos a esas cosas. Toca ver las sanciones que habría.
2 días1 Me gustaResponder";"quien_telee
es complejo, porque una red social puede asociarse a un número celular o un correo electrónico, lo cual es algo más sencillo de acceder a un menor de 14 años hoy en día, incluso lo último, en ocasiones, sin el consentimiento de los padres o acudientes. seamos sinceros, hay muchos padres irresponsables que dan celulares a sus y no están atentos a esas cosas. toca ver las sanciones que habría.
2 días1 ";0,016666667;Positivo
"diego.obexpcom
Más que regular redes es regular el contenido
2 días1 Me gustaResponder";"diego.obexpcom
más que regular redes es regular el contenido
2 días1 ";0;Neutral
"juanha795
Alfin algo bueno
2 días2 Me gustaResponder";"juanha795
alfin algo bueno
2 días2 ";0;Neutral
"darviel
No solo las redes, sino también regular dispositivos electrónicos y fomentar la paternidad presente, no es justo q los papás por no atender a los chinos, les pongan un celular con YouTube
2 días10 Me gustaResponder";"darviel
no solo las redes, sino también regular dispositivos electrónicos y fomentar la paternidad presente, no es justo q los papás por no atender a los chinos, les pongan un celular con youtube
2 días10 ";0;Neutral
"adri_cp
Esto no sirve para nada si no son los papas quienes controlan el uso de dispositivos en donde tengan acceso a redes sociales, un niño menor de 14 años no necesita tener celular, NO LO NECESITA, hay otros dispositivos de localización si es que ese es el uso que quieren darle, esto empieza desde la casa, nada que hacer!
2 díasResponder";"adri_cp
esto no sirve para nada si no son los papas quienes controlan el uso de dispositivos en donde tengan acceso a redes sociales, un niño menor de 14 años no necesita tener celular, no lo necesita, hay otros dispositivos de localización si es que ese es el uso que quieren darle, esto empieza desde la casa, nada que hacer!
2 díasresponder";0;Neutral
"oti_dani_daniel
Los países avanzados Los de verdad avanzados ponen restricciones para tecnologías que no deben estar alcances de mentes jóvenes...... Pero hablamos de los avanzados no de las fachadas del mundo occidental.
2 días1 Me gustaResponder";"oti_dani_daniel
los países avanzados los de verdad avanzados ponen restricciones para tecnologías que no deben estar alcances de mentes jóvenes...... pero hablamos de los avanzados no de las fachadas del mundo occidental.
2 días1 ";0;Neutral
"ivanrojasgon
Y para los bodegueros petristas difamando y desinformado que ?
2 díasResponder";"ivanrojasgon
y para los bodegueros petristas difamando y desinformado que ?
2 díasresponder";0;Neutral
"wms6725
El desgobierno quizás, gobierno no hay con el del M19 en la presidencia. Fuera petro fuera
2 díasResponder";"wms6725
el desgobierno quizás, gobierno no hay con el del m19 en la presidencia. fuera petro fuera
2 díasresponder";0;Neutral
"charlieandyw
Son puras medidas populistas, todos saben que el parental control nunca es eficiente 100%
2 días1 Me gustaResponder";"charlieandyw
son puras medidas populistas, todos saben que el parental control nunca es eficiente 100%
2 días1 ";0;Neutral
"elespectador
Buscan un diálogo directo con el Gobierno Nacional por la falta de garantías en sus territorios y por la grave situación de desnutrición de los niños de la comunidad.
2 días";"elespectador
buscan un diálogo directo con el gobierno nacional por la falta de garantías en sus territorios y por la grave situación de desnutrición de los niños de la comunidad.
2 días";0;Neutral
"soy_el_guaca
En el Cauca es lo mismo, cada q se les acaba la plata bloquean la panamericana
2 días223 Me gustaResponder";"soy_el_guaca
en el cauca es lo mismo, cada q se les acaba la plata bloquean la panamericana
2 días223 ";0;Neutral
"kirwan.c.b
Quien paga o contrata esos buses?
2 días393 Me gustaResponder";"kirwan.c.b
quien paga o contrata esos buses?
2 días393 ";0;Neutral
"boymistic
Que les enseñen a planificar lo que es inumano es la cantidad de niños que tienen sin control y sin un mínimo de condiciones dignas
2 días596 Me gustaResponder";"boymistic
que les enseñen a planificar lo que es inumano es la cantidad de niños que tienen sin control y sin un mínimo de condiciones dignas
2 días596 ";0;Neutral
"xgabrielavx
Y apenas estaban recuperando el parque nacional 😢
2 días154 Me gustaResponder";"xgabrielavx
y apenas estaban recuperando el parque nacional 😢
2 días154 ";0;Neutral
"sanro2000
Que belleza a terminar de cagar esa ciudad.
2 días121 Me gustaResponder";"sanro2000
que belleza a terminar de cagar esa ciudad.
2 días121 ";0;Neutral
"leoseb1205
Llegaron los empleados de petro
2 días165 Me gustaResponder";"leoseb1205
llegaron los empleados de petro
2 días165 ";0;Neutral
"osver1
Quien subsidia y paga todo eso..???? Con que dinero hacen eso..?
2 días33 Me gustaResponder";"osver1
quien subsidia y paga todo eso..???? con que dinero hacen eso..?
2 días33 ";0;Neutral
"andresgaviriabr
Pero los caciques andan en Toyota blindada.... Y todos sabemos de donde sale esa platica
2 días68 Me gustaResponder";"andresgaviriabr
pero los caciques andan en toyota blindada.... y todos sabemos de donde sale esa platica
2 días68 ";0;Neutral
"sanmiguelb
Fuera Petro
2 días48 Me gustaResponder";"sanmiguelb
fuera petro
2 días48 ";0;Neutral
